Datetime;bid;ask
2017-04-27 20:30:03;1291.7;1291.71
2017-04-27 20:30:06;1291.7;1291.71
2017-04-27 20:30:09;1291.7;1291.71
2017-04-27 20:30:12;1291.7;1291.71
2017-04-27 20:30:15;1291.7;1291.71
2017-04-27 20:30:18;1291.7;1291.71
2017-04-27 20:30:21;1291.7;1291.71
2017-04-27 20:30:24;1291.71;1292.59
2017-04-27 20:30:27;1292.15;1292.59
2017-04-27 20:30:30;1292.16;1292.59
2017-04-27 20:30:33;1292.16;1292.59
2017-04-27 20:30:36;1292.37;1292.59
2017-04-27 20:30:39;1292.38;1292.59
2017-04-27 20:30:42;1292.38;1292.59
2017-04-27 20:30:45;1292.38;1292.59
2017-04-27 20:30:48;1292.48;1292.59
2017-04-27 20:30:51;1291.71;1292.59
2017-04-27 20:30:54;1291.71;1292.59
2017-04-27 20:30:57;1291.71;1292.59
2017-04-27 20:31:00;1291.71;1292.59
2017-04-27 20:31:03;1292.15;1292.59
2017-04-27 20:31:06;1292.16;1292.59
2017-04-27 20:31:09;1292.16;1292.59
2017-04-27 20:31:12;1292.37;1292.59
2017-04-27 20:31:15;1292.48;1292.59
2017-04-27 20:31:24;1291.71;1292.59
2017-04-27 20:31:27;1291.71;1292.59
2017-04-27 20:31:30;1291.71;1292.59
2017-04-27 20:31:33;1291.71;1292.59
2017-04-27 20:31:36;1291.71;1292.59
2017-04-27 20:31:39;1291.71;1292.59
2017-04-27 20:31:42;1291.71;1292.59
2017-04-27 20:31:45;1291.71;1292.59
2017-04-27 20:31:48;1291.71;1292.59
2017-04-27 20:31:51;1291.71;1292.59
2017-04-27 20:31:54;1291.71;1292.59
2017-04-27 20:31:57;1291.71;1292.59
2017-04-27 20:32:00;1291.71;1292.59
2017-04-27 20:32:03;1291.71;1292.59
2017-04-27 20:32:06;1291.71;1292.59
2017-04-27 20:32:09;1291.71;1292.59
2017-04-27 20:46:27;1293.75;1295.13
2017-04-27 20:46:30;1293.75;1295.11
2017-04-27 20:46:33;1293.75;1295.11
2017-04-27 20:46:36;1293.75;1295.1
2017-04-27 20:46:39;1293.75;1295.1
2017-04-27 20:46:42;1293.75;1295.09
2017-04-27 20:46:45;1293.75;1295.09
2017-04-27 20:46:48;1293.75;1295.09
2017-04-27 20:46:51;1293.75;1295.09
2017-04-27 20:46:54;1293.75;1295.09
2017-04-27 20:46:57;1293.75;1295.09
2017-04-27 20:47:00;1293.75;1295.09
2017-04-27 20:47:03;1293.75;1295.09
2017-04-27 20:47:06;1293.77;1295.09
2017-04-27 20:47:09;1294.43;1295.09
2017-04-27 20:47:12;1294.43;1295.09
2017-04-27 20:47:15;1294.43;1295.09
